record_id,date,time,latitude,longitude,east_or_west_hemisphere
1083001,1975-10-15T00:00:00Z, 14:00:00,-45.916666666666664,165.4,Eastern Hemisphere
1084001,1975-11-03T00:00:00Z, 13:10:00,-35.53333333333333,125,Eastern Hemisphere
1084002,1975-11-04T00:00:00Z, 14:20:00,-37.666666666666664,132.25,Eastern Hemisphere
1084003,1975-11-08T00:00:00Z, 16:15:00,-40,162,Eastern Hemisphere
1086001,1975-11-16T00:00:00Z, 12:30:00,-36.166666666666664,174.91666666666666,Eastern Hemisphere
1086002,1975-11-16T00:00:00Z, 15:30:00,-35.416666666666664,174.56666666666666,Eastern Hemisphere
1086003,1975-11-17T00:00:00Z, 14:30:00,-35.25,168,Eastern Hemisphere
1086004,1975-11-17T00:00:00Z, 16:30:00,-35.3,167.33333333333334,Eastern Hemisphere
1086005,1975-11-18T00:00:00Z, 14:30:00,-36.5,161,Eastern Hemisphere
1086006,1975-11-18T00:00:00Z, 16:30:00,-36.333333333333336,160.5,Eastern Hemisphere
1086007,1975-11-20T00:00:00Z, 12:00:00,-39.18333333333333,146.28333333333333,Eastern Hemisphere
1087002,1975-11-23T00:00:00Z, 14:30:00,-39.666666666666664,154.16666666666666,Eastern Hemisphere
1087003,1975-11-23T00:00:00Z, 16:00:00,-39.666666666666664,155,Eastern Hemisphere
1087004,1975-11-24T00:00:00Z, 12:00:00,-39.85,161.93333333333334,Eastern Hemisphere
1087005,1975-11-24T00:00:00Z, 14:00:00,-39.93333333333333,162.08333333333334,Eastern Hemisphere
1087006,1975-11-24T00:00:00Z, 16:00:00,-40,164,Eastern Hemisphere
1087008,1975-11-25T00:00:00Z, 10:00:00,-40.1,167.5,Eastern Hemisphere
1087009,1975-11-25T00:00:00Z, 13:00:00,-40.166666666666664,168.66666666666666,Eastern Hemisphere
1087010,1975-11-25T00:00:00Z, 14:00:00,-40.2,169.08333333333334,Eastern Hemisphere
1087011,1975-11-25T00:00:00Z, 15:20:00,-40.21666666666667,169.5,Eastern Hemisphere
1088001,1975-11-09T00:00:00Z, 16:50:00,-33,152,Eastern Hemisphere
1088002,1975-11-09T00:00:00Z, 18:25:00,-33,152,Eastern Hemisphere
1088004,1975-11-10T00:00:00Z, 07:15:00,-35,154,Eastern Hemisphere
1088005,1975-11-10T00:00:00Z, 10:45:00,-36,154,Eastern Hemisphere
1088006,1975-11-10T00:00:00Z, 16:05:00,-37,157,Eastern Hemisphere
1088007,1975-11-11T00:00:00Z, 06:25:00,-39,158,Eastern Hemisphere
1088008,1975-11-11T00:00:00Z, 11:35:00,-40,158,Eastern Hemisphere
1088009,1975-11-11T00:00:00Z, 15:00:00,-40,159,Eastern Hemisphere
1088010,1975-11-11T00:00:00Z, 16:10:00,-40,159,Eastern Hemisphere
1088011,1975-11-11T00:00:00Z, 18:35:00,-41,160,Eastern Hemisphere
1088012,1975-11-12T00:00:00Z, 06:05:00,-42,161,Eastern Hemisphere
1088013,1975-11-12T00:00:00Z, 07:25:00,-42,162,Eastern Hemisphere
1088014,1975-11-12T00:00:00Z, 10:30:00,-43,162,Eastern Hemisphere
1088015,1975-11-12T00:00:00Z, 17:30:00,-44,164,Eastern Hemisphere
1088016,1975-11-13T00:00:00Z, 06:30:00,-46,166,Eastern Hemisphere
1088017,1975-11-13T00:00:00Z, 10:30:00,-46,167,Eastern Hemisphere
1092001,1975-10-26T00:00:00Z, 16:05:00,-36,176,Eastern Hemisphere
1092002,1975-10-27T00:00:00Z, 08:55:00,-34,174,Eastern Hemisphere
1092003,1975-10-27T00:00:00Z, 11:50:00,-34,173,Eastern Hemisphere
1092004,1975-10-27T00:00:00Z, 11:25:00,-34,173,Eastern Hemisphere
1092005,1975-10-27T00:00:00Z, 16:05:00,-34,172,Eastern Hemisphere
1092006,1975-10-28T00:00:00Z, 05:30:00,-34,169,Eastern Hemisphere
1092007,1975-10-28T00:00:00Z, 08:55:00,-34,169,Eastern Hemisphere
1092008,1975-10-28T00:00:00Z, 10:55:00,-34,168,Eastern Hemisphere
1092009,1975-10-28T00:00:00Z, 12:05:00,-34,168,Eastern Hemisphere
1092010,1975-10-28T00:00:00Z, 16:10:00,-34,167,Eastern Hemisphere
1092011,1975-10-28T00:00:00Z, 19:20:00,-34,167,Eastern Hemisphere
1092012,1975-10-29T00:00:00Z, 06:30:00,-34,164,Eastern Hemisphere
1092013,1975-10-29T00:00:00Z, 09:40:00,-34,164,Eastern Hemisphere
1092014,1975-10-29T00:00:00Z, 11:40:00,-34,163,Eastern Hemisphere
1092015,1975-10-29T00:00:00Z, 16:15:00,-33,162,Eastern Hemisphere
1092016,1975-10-30T00:00:00Z, 05:55:00,-34,159,Eastern Hemisphere
1092017,1975-10-30T00:00:00Z, 07:30:00,-33,159,Eastern Hemisphere
1092018,1975-10-30T00:00:00Z, 10:36:00,-33,158,Eastern Hemisphere
1092020,1975-10-30T00:00:00Z, 16:10:00,-33,157,Eastern Hemisphere
1092021,1975-10-30T00:00:00Z, 18:00:00,-33,156,Eastern Hemisphere
1092022,1975-10-31T00:00:00Z, 06:20:00,-33,154,Eastern Hemisphere
1092023,1975-10-31T00:00:00Z, 10:35:00,-33,153,Eastern Hemisphere
1092024,1975-10-31T00:00:00Z, 16:10:00,-33,152,Eastern Hemisphere
1100001,1976-01-21T00:00:00Z, 12:50:00,-45,170,Eastern Hemisphere
1100002,1976-01-24T00:00:00Z, 13:20:00,-45,170,Eastern Hemisphere
1100003,1976-01-24T00:00:00Z, 15:30:00,-46,170,Eastern Hemisphere
1100004,1976-01-24T00:00:00Z, 16:00:00,-46,170,Eastern Hemisphere
1100005,1976-01-24T00:00:00Z, 17:00:00,-46,169,Eastern Hemisphere
1100006,1976-01-24T00:00:00Z, 18:00:00,-46,169,Eastern Hemisphere
1100007,1976-01-24T00:00:00Z, 19:30:00,-46,169,Eastern Hemisphere
1100008,1976-01-24T00:00:00Z, 21:00:00,-46,168,Eastern Hemisphere
1100009,1976-01-25T00:00:00Z, 07:30:00,-45,164,Eastern Hemisphere
1100010,1976-01-25T00:00:00Z, 08:00:00,-45,164,Eastern Hemisphere
1100011,1976-01-25T00:00:00Z, 09:00:00,-45,164,Eastern Hemisphere
1100012,1976-01-25T00:00:00Z, 11:00:00,-45,163,Eastern Hemisphere
1100013,1976-01-25T00:00:00Z, 12:00:00,-45,163,Eastern Hemisphere
1100014,1976-01-25T00:00:00Z, 15:00:00,-45,162,Eastern Hemisphere
1100015,1976-01-25T00:00:00Z, 15:45:00,-44,162,Eastern Hemisphere
1100016,1976-01-25T00:00:00Z, 16:00:00,-44,162,Eastern Hemisphere
1100017,1976-01-25T00:00:00Z, 18:30:00,-44,161,Eastern Hemisphere
1100018,1976-01-25T00:00:00Z, 20:00:00,-44,160,Eastern Hemisphere
1100019,1976-01-26T00:00:00Z, 07:00:00,-43,157,Eastern Hemisphere
1100020,1976-01-26T00:00:00Z, 08:00:00,-43,156,Eastern Hemisphere
1100021,1976-01-26T00:00:00Z, 10:00:00,-42,156,Eastern Hemisphere
1100022,1976-01-26T00:00:00Z, 12:00:00,-42,156,Eastern Hemisphere
1100023,1976-01-26T00:00:00Z, 15:00:00,-42,155,Eastern Hemisphere
1100024,1976-01-26T00:00:00Z, 16:00:00,-42,155,Eastern Hemisphere
1100025,1976-01-26T00:00:00Z, 17:00:00,-42,154,Eastern Hemisphere
1100026,1976-01-26T00:00:00Z, 18:30:00,-41,154,Eastern Hemisphere
1100027,1976-01-27T00:00:00Z, 07:00:00,-40,151,Eastern Hemisphere
1100028,1976-01-27T00:00:00Z, 08:00:00,-40,151,Eastern Hemisphere
1100029,1976-01-27T00:00:00Z, 09:30:00,-39,150,Eastern Hemisphere
1100030,1976-01-27T00:00:00Z, 12:00:00,-39,150,Eastern Hemisphere
1100031,1976-01-27T00:00:00Z, 13:00:00,-39,150,Eastern Hemisphere
1100032,1976-01-27T00:00:00Z, 16:00:00,-39,149,Eastern Hemisphere
1104001,1975-11-17T00:00:00Z, 13:30:00,-33.083333333333336,154.41666666666666,Eastern Hemisphere
1104002,1975-11-17T00:00:00Z, 14:30:00,-33,154,Eastern Hemisphere
1104003,1975-11-17T00:00:00Z, 15:00:00,-33,154,Eastern Hemisphere
1104004,1975-11-17T00:00:00Z, 15:50:00,-33,153,Eastern Hemisphere
1104005,1975-11-17T00:00:00Z, 17:05:00,-33.03333333333333,153.83333333333334,Eastern Hemisphere
1104006,1975-11-18T00:00:00Z, 12:30:00,-32,151,Eastern Hemisphere
1104007,1975-11-18T00:00:00Z, 13:00:00,-32,151,Eastern Hemisphere
1104008,1975-11-18T00:00:00Z, 15:30:00,-32,151,Eastern Hemisphere
1104009,1975-11-18T00:00:00Z, 16:00:00,-32,151,Eastern Hemisphere
1104010,1975-11-18T00:00:00Z, 18:30:00,-32,151,Eastern Hemisphere
1104011,1975-11-17T00:00:00Z, 13:00:00,-33,154,Eastern Hemisphere
1104012,1975-11-17T00:00:00Z, 12:05:00,-33,154,Eastern Hemisphere
1104013,1975-11-17T00:00:00Z, 11:15:00,-33,155,Eastern Hemisphere
1104014,1975-11-17T00:00:00Z, 10:00:00,-33.166666666666664,155.41666666666666,Eastern Hemisphere
1104015,1975-11-17T00:00:00Z, 09:20:00,-33,155,Eastern Hemisphere
1104016,1975-11-17T00:00:00Z, 01:15:00,-33.4,157.56666666666666,Eastern Hemisphere
1104017,1975-11-16T00:00:00Z, 17:00:00,-33,159,Eastern Hemisphere
1104018,1975-11-16T00:00:00Z, 15:45:00,-33,159,Eastern Hemisphere
1104019,1975-11-16T00:00:00Z, 15:00:00,-33,160,Eastern Hemisphere
1104020,1975-11-16T00:00:00Z, 14:45:00,-33,160,Eastern Hemisphere
1104021,1975-11-16T00:00:00Z, 14:20:00,-33,160,Eastern Hemisphere
1104022,1975-11-16T00:00:00Z, 14:05:00,-33.46666666666667,160.36666666666667,Eastern Hemisphere
1104023,1975-11-16T00:00:00Z, 13:30:00,-33,160,Eastern Hemisphere
1104024,1975-11-16T00:00:00Z, 13:00:00,-33,160,Eastern Hemisphere
1104025,1975-11-16T00:00:00Z, 12:45:00,-33,160,Eastern Hemisphere
1104026,1975-11-15T00:00:00Z, 17:05:00,-33,165,Eastern Hemisphere
1104027,1975-11-15T00:00:00Z, 15:20:00,-33,166,Eastern Hemisphere
1104028,1975-11-15T00:00:00Z, 14:30:00,-33,166,Eastern Hemisphere
1104029,1975-11-15T00:00:00Z, 13:45:00,-33.85,166.46666666666667,Eastern Hemisphere
1104030,1975-11-15T00:00:00Z, 13:30:00,-33,166,Eastern Hemisphere
1104031,1975-11-15T00:00:00Z, 11:20:00,-33,167,Eastern Hemisphere
1104032,1975-11-15T00:00:00Z, 10:20:00,-33,167,Eastern Hemisphere
1104033,1975-11-15T00:00:00Z, 09:35:00,-33,167,Eastern Hemisphere
1104034,1975-11-14T00:00:00Z, 18:30:00,-34.25,171.73333333333332,Eastern Hemisphere
1104035,1975-11-14T00:00:00Z, 17:15:00,-34,172,Eastern Hemisphere
1104036,1975-11-14T00:00:00Z, 17:00:00,-34.266666666666666,172.05,Eastern Hemisphere
1104037,1975-11-14T00:00:00Z, 15:40:00,-34.31666666666667,172.33333333333334,Eastern Hemisphere
1104038,1975-11-14T00:00:00Z, 15:10:00,-34.333333333333336,172.61666666666667,Eastern Hemisphere
1104039,1975-11-14T00:00:00Z, 14:35:00,-34.333333333333336,172.7,Eastern Hemisphere
1104040,1975-11-14T00:00:00Z, 14:05:00,-34.36666666666667,172.9,Eastern Hemisphere
1104041,1975-11-14T00:00:00Z, 13:35:00,-34.36666666666667,172.98333333333332,Eastern Hemisphere
1104042,1975-11-14T00:00:00Z, 13:05:00,-34,173,Eastern Hemisphere
1104043,1975-11-14T00:00:00Z, 12:30:00,-34.45,173.18333333333334,Eastern Hemisphere
1104044,1975-11-14T00:00:00Z, 11:05:00,-34.56666666666667,173.51666666666668,Eastern Hemisphere
1104045,1975-11-13T00:00:00Z, 19:25:00,-36.95,176.18333333333334,Eastern Hemisphere
1104046,1975-11-13T00:00:00Z, 17:15:00,-37,176,Eastern Hemisphere
1104047,1975-11-13T00:00:00Z, 17:05:00,-37.416666666666664,176.18333333333334,Eastern Hemisphere
1104048,1975-11-13T00:00:00Z, 16:25:00,-37,176,Eastern Hemisphere
1105001,1975-12-25T00:00:00Z, 09:55:00,-33,154,Eastern Hemisphere
1105002,1975-12-25T00:00:00Z, 13:30:00,-33,155,Eastern Hemisphere
1105003,1975-12-25T00:00:00Z, 13:50:00,-33,155,Eastern Hemisphere
1105004,1975-12-25T00:00:00Z, 14:15:00,-33,155,Eastern Hemisphere
1105005,1975-12-25T00:00:00Z, 14:30:00,-33,155,Eastern Hemisphere
1105006,1975-12-25T00:00:00Z, 15:10:00,-33,156,Eastern Hemisphere
1105007,1975-12-25T00:00:00Z, 17:35:00,-33,156,Eastern Hemisphere
1105008,1975-12-26T00:00:00Z, 10:45:00,-33,161,Eastern Hemisphere
1105009,1975-12-26T00:00:00Z, 12:30:00,-33.05,161.71666666666667,Eastern Hemisphere
1105010,1975-12-26T00:00:00Z, 12:50:00,-33,161,Eastern Hemisphere
1105011,1975-12-26T00:00:00Z, 13:50:00,-33,162,Eastern Hemisphere
1105012,1975-12-26T00:00:00Z, 14:40:00,-33.18333333333333,162.46666666666667,Eastern Hemisphere
1105013,1975-12-26T00:00:00Z, 15:05:00,-33,162,Eastern Hemisphere
1105014,1975-12-26T00:00:00Z, 15:50:00,-33,162,Eastern Hemisphere
1105015,1975-12-26T00:00:00Z, 17:00:00,-33.233333333333334,163.08333333333334,Eastern Hemisphere
1105016,1975-12-26T00:00:00Z, 19:35:00,-33.31666666666667,163.7,Eastern Hemisphere
1105017,1975-12-27T00:00:00Z, 09:50:00,-33,167,Eastern Hemisphere
1105018,1975-12-27T00:00:00Z, 12:30:00,-33,168,Eastern Hemisphere
1105019,1975-12-27T00:00:00Z, 13:35:00,-33.916666666666664,168.55,Eastern Hemisphere
1105020,1975-12-27T00:00:00Z, 13:55:00,-33.56666666666667,168.38333333333333,Eastern Hemisphere
1105021,1975-12-27T00:00:00Z, 15:10:00,-33,169,Eastern Hemisphere
1105022,1975-12-28T00:00:00Z, 10:00:00,-34.55,173.5,Eastern Hemisphere
1105023,1975-12-28T00:00:00Z, 12:30:00,-34.93333333333333,174.13333333333333,Eastern Hemisphere
1105024,1975-12-28T00:00:00Z, 13:05:00,-35,174,Eastern Hemisphere
1105025,1975-12-28T00:00:00Z, 13:50:00,-35.36666666666667,174.5,Eastern Hemisphere
1105026,1975-12-28T00:00:00Z, 14:40:00,-35,174,Eastern Hemisphere
1105027,1975-12-28T00:00:00Z, 15:00:00,-35,174,Eastern Hemisphere
1112001,1975-11-15T00:00:00Z, 17:37:00,-40,148,Eastern Hemisphere
1112002,1975-11-17T00:00:00Z, 15:10:00,-45,151,Eastern Hemisphere
1112003,1975-11-17T00:00:00Z, 17:30:00,-45,151,Eastern Hemisphere
1112004,1975-11-17T00:00:00Z, 16:05:00,-45,151,Eastern Hemisphere
1112005,1975-11-18T00:00:00Z, 09:48:00,-48,158,Eastern Hemisphere
1112006,1975-11-18T00:00:00Z, 15:34:00,-49,159,Eastern Hemisphere
1112007,1975-11-18T00:00:00Z, 15:53:00,-49,159,Eastern Hemisphere
1113001,1975-11-27T00:00:00Z, 11:20:00,-52.516666666666666,157.18333333333334,Eastern Hemisphere
1113002,1975-11-27T00:00:00Z, 14:55:00,-52.083333333333336,156.78333333333333,Eastern Hemisphere
1113003,1975-11-27T00:00:00Z, 19:20:00,-51.36666666666667,156.13333333333333,Eastern Hemisphere
1113004,1975-11-28T00:00:00Z, 09:00:00,-49.416666666666664,154.4,Eastern Hemisphere
1113005,1975-11-28T00:00:00Z, 13:18:00,-48.666666666666664,153.75,Eastern Hemisphere
1113006,1975-11-28T00:00:00Z, 19:26:00,-47.8,153,Eastern Hemisphere
1113007,1975-11-29T00:00:00Z, 08:25:00,-45.833333333333336,151.98333333333332,Eastern Hemisphere
1113008,1975-11-29T00:00:00Z, 13:03:00,-45.06666666666667,151.43333333333334,Eastern Hemisphere
1113009,1975-11-29T00:00:00Z, 19:12:00,-44.25,150.46666666666667,Eastern Hemisphere
1113010,1975-11-30T00:00:00Z, 09:15:00,-41.65,148.9,Eastern Hemisphere
1113011,1975-11-30T00:00:00Z, 13:01:00,-40.766666666666666,148.65,Eastern Hemisphere
1114001,1975-12-10T00:00:00Z, 13:10:00,-42,138,Eastern Hemisphere
1114002,1975-12-10T00:00:00Z, 17:05:00,-43,138,Eastern Hemisphere
1114003,1975-12-11T00:00:00Z, 09:05:00,-46,135,Eastern Hemisphere
1114004,1975-12-11T00:00:00Z, 13:00:00,-47,134,Eastern Hemisphere
1114005,1975-12-11T00:00:00Z, 17:03:00,-47,134,Eastern Hemisphere
1114006,1975-12-12T00:00:00Z, 09:05:00,-49,131,Eastern Hemisphere
1114007,1975-12-12T00:00:00Z, 13:00:00,-50,132,Eastern Hemisphere
1114008,1975-12-12T00:00:00Z, 16:51:00,-51,132,Eastern Hemisphere
1114009,1975-12-13T00:00:00Z, 09:05:00,-54,132,Eastern Hemisphere
1114010,1975-12-13T00:00:00Z, 13:00:00,-55,132,Eastern Hemisphere
1114011,1975-12-13T00:00:00Z, 16:53:00,-56,132,Eastern Hemisphere
1114012,1975-12-14T00:00:00Z, 09:05:00,-58,128,Eastern Hemisphere
1114013,1975-12-14T00:00:00Z, 13:00:00,-59,127,Eastern Hemisphere
1114014,1975-12-14T00:00:00Z, 16:57:00,-59,125,Eastern Hemisphere
1114015,1975-12-15T00:00:00Z, 09:05:00,-60,118,Eastern Hemisphere
1114016,1975-12-15T00:00:00Z, 13:00:00,-60,118,Eastern Hemisphere
1114017,1975-12-15T00:00:00Z, 16:57:00,-60,115,Eastern Hemisphere
1114018,1975-12-16T00:00:00Z, 09:00:00,-61,109.63333333333334,Eastern Hemisphere
1114019,1975-12-16T00:00:00Z, 13:00:00,-61,108,Eastern Hemisphere
1114020,1975-12-16T00:00:00Z, 17:02:00,-61,106,Eastern Hemisphere
1114021,1975-12-17T00:00:00Z, 09:00:00,-61.25,100.15,Eastern Hemisphere
1114022,1975-12-17T00:00:00Z, 13:00:00,-61,99,Eastern Hemisphere
1114023,1975-12-17T00:00:00Z, 16:55:00,-61,97,Eastern Hemisphere
1114024,1975-12-18T00:00:00Z, 09:00:00,-61.016666666666666,92.21666666666667,Eastern Hemisphere
1114025,1975-12-18T00:00:00Z, 13:00:00,-61,91,Eastern Hemisphere
1114026,1975-12-18T00:00:00Z, 16:55:00,-61,89,Eastern Hemisphere
1114027,1975-12-19T00:00:00Z, 09:00:00,-60.5,85.25,Eastern Hemisphere
1114028,1975-12-19T00:00:00Z, 13:00:00,-60,85,Eastern Hemisphere
1114029,1975-12-19T00:00:00Z, 16:57:00,-59,84,Eastern Hemisphere
1114030,1975-12-20T00:00:00Z, 09:05:00,-61,81,Eastern Hemisphere
1114031,1975-12-20T00:00:00Z, 13:00:00,-62,80,Eastern Hemisphere
1114032,1975-12-20T00:00:00Z, 16:55:00,-62,78,Eastern Hemisphere
1114033,1975-12-21T00:00:00Z, 09:10:00,-64,77,Eastern Hemisphere
1114034,1975-12-21T00:00:00Z, 13:00:00,-65,78,Eastern Hemisphere
1114035,1975-12-21T00:00:00Z, 16:55:00,-64,76,Eastern Hemisphere
1114036,1975-12-22T00:00:00Z, 09:10:00,-64.2,69.33333333333333,Eastern Hemisphere
1114037,1975-12-22T00:00:00Z, 13:00:00,-65,68,Eastern Hemisphere
1114039,1975-12-23T00:00:00Z, 09:00:00,-63.43333333333333,65.7,Eastern Hemisphere
1114040,1975-12-23T00:00:00Z, 16:54:00,-63,66,Eastern Hemisphere
1114041,1975-12-24T00:00:00Z, 09:00:00,-63.68333333333333,64.26666666666667,Eastern Hemisphere
1114042,1975-12-24T00:00:00Z, 13:00:00,-64,63,Eastern Hemisphere
1114043,1975-12-24T00:00:00Z, 16:54:00,-64,62,Eastern Hemisphere
1114044,1975-12-25T00:00:00Z, 09:05:00,-66.43333333333334,62.65,Eastern Hemisphere
2001001,1976-01-31T00:00:00Z, 08:00:00,-40,148,Eastern Hemisphere
2001002,1976-01-31T00:00:00Z, 09:00:00,-40,148,Eastern Hemisphere
2001003,1976-01-31T00:00:00Z, 10:00:00,-40,148,Eastern Hemisphere
2001004,1976-01-31T00:00:00Z, 11:00:00,-40,149,Eastern Hemisphere
2001005,1976-01-31T00:00:00Z, 12:00:00,-41,149,Eastern Hemisphere
2001006,1976-01-31T00:00:00Z, 13:00:00,-41,149,Eastern Hemisphere
2001007,1976-01-31T00:00:00Z, 14:30:00,-41,150,Eastern Hemisphere
2001008,1976-01-31T00:00:00Z, 15:00:00,-41,150,Eastern Hemisphere
2001009,1976-01-31T00:00:00Z, 16:00:00,-41,150,Eastern Hemisphere
2001010,1976-01-31T00:00:00Z, 16:30:00,-41,151,Eastern Hemisphere
2001011,1976-01-31T00:00:00Z, 18:00:00,-41,151,Eastern Hemisphere
2001012,1976-02-01T00:00:00Z, 16:00:00,-43,157,Eastern Hemisphere
2001013,1976-02-01T00:00:00Z, 18:30:00,-44,158,Eastern Hemisphere
2001014,1976-02-01T00:00:00Z, 19:30:00,-44,159,Eastern Hemisphere
2001015,1976-02-02T00:00:00Z, 08:00:00,-45,162,Eastern Hemisphere
2001016,1976-02-02T00:00:00Z, 09:30:00,-45,163,Eastern Hemisphere
2001017,1976-02-02T00:00:00Z, 10:00:00,-45,162,Eastern Hemisphere
2001018,1976-02-02T00:00:00Z, 12:00:00,-45,164,Eastern Hemisphere
2001019,1976-02-02T00:00:00Z, 14:00:00,-45,164,Eastern Hemisphere
2001020,1976-02-02T00:00:00Z, 15:00:00,-45,165,Eastern Hemisphere
2001021,1976-02-02T00:00:00Z, 16:00:00,-46,165,Eastern Hemisphere
2001022,1976-02-02T00:00:00Z, 16:30:00,-46,165,Eastern Hemisphere
2001023,1976-02-02T00:00:00Z, 17:00:00,-46,165,Eastern Hemisphere
2001024,1976-02-02T00:00:00Z, 18:00:00,-46,166,Eastern Hemisphere
2001025,1976-02-02T00:00:00Z, 19:30:00,-46,166,Eastern Hemisphere
2001026,1976-02-02T00:00:00Z, 20:15:00,-46,166,Eastern Hemisphere
2001027,1976-02-03T00:00:00Z, 07:30:00,-46,170,Eastern Hemisphere
2001028,1976-02-03T00:00:00Z, 08:00:00,-45,170,Eastern Hemisphere
2005001,1976-02-12T00:00:00Z, 07:30:00,-46,167,Eastern Hemisphere
2005002,1976-02-12T00:00:00Z, 08:00:00,-46,167,Eastern Hemisphere
2005003,1976-02-12T00:00:00Z, 09:00:00,-46,167,Eastern Hemisphere
2005004,1976-02-12T00:00:00Z, 09:30:00,-46,167,Eastern Hemisphere
2005005,1976-02-12T00:00:00Z, 10:00:00,-46,167,Eastern Hemisphere
2005006,1976-02-12T00:00:00Z, 11:00:00,-46,166,Eastern Hemisphere
2005007,1976-02-12T00:00:00Z, 12:00:00,-46,166,Eastern Hemisphere
2005008,1976-02-12T00:00:00Z, 12:30:00,-46,166,Eastern Hemisphere
2005009,1976-02-12T00:00:00Z, 15:00:00,-46,165,Eastern Hemisphere
2005010,1976-02-12T00:00:00Z, 15:30:00,-45,165,Eastern Hemisphere
2005011,1976-02-12T00:00:00Z, 16:00:00,-45,165,Eastern Hemisphere
2005012,1976-02-12T00:00:00Z, 16:30:00,-45,165,Eastern Hemisphere
2005013,1976-02-12T00:00:00Z, 17:30:00,-45,164,Eastern Hemisphere
2005014,1976-02-12T00:00:00Z, 18:00:00,-45,164,Eastern Hemisphere
2005015,1976-02-12T00:00:00Z, 19:00:00,-45,164,Eastern Hemisphere
2005016,1976-02-12T00:00:00Z, 20:00:00,-45,163,Eastern Hemisphere
2005017,1976-02-13T00:00:00Z, 07:30:00,-44,159,Eastern Hemisphere
2005018,1976-02-13T00:00:00Z, 09:00:00,-43,159,Eastern Hemisphere
2005019,1976-02-13T00:00:00Z, 10:00:00,-43,158,Eastern Hemisphere
2005020,1976-02-13T00:00:00Z, 11:00:00,-43,158,Eastern Hemisphere
2005021,1976-02-13T00:00:00Z, 11:30:00,-43,158,Eastern Hemisphere
2005022,1976-02-13T00:00:00Z, 12:00:00,-43,158,Eastern Hemisphere
2005023,1976-02-13T00:00:00Z, 12:30:00,-43,158,Eastern Hemisphere
2005024,1976-02-13T00:00:00Z, 12:45:00,-43,157,Eastern Hemisphere
2005025,1976-02-13T00:00:00Z, 13:00:00,-43,157,Eastern Hemisphere
2005026,1976-02-13T00:00:00Z, 13:30:00,-43,157,Eastern Hemisphere
2005027,1976-02-13T00:00:00Z, 16:00:00,-43,156,Eastern Hemisphere
2005028,1976-02-13T00:00:00Z, 17:00:00,-43,156,Eastern Hemisphere
2005029,1976-02-13T00:00:00Z, 18:00:00,-43,156,Eastern Hemisphere
2005030,1976-02-13T00:00:00Z, 18:45:00,-42,156,Eastern Hemisphere
2005031,1976-02-13T00:00:00Z, 19:00:00,-42,155,Eastern Hemisphere
2005032,1976-02-14T00:00:00Z, 08:00:00,-41,151,Eastern Hemisphere
2005033,1976-02-14T00:00:00Z, 09:00:00,-41,151,Eastern Hemisphere
2005034,1976-02-14T00:00:00Z, 10:00:00,-41,151,Eastern Hemisphere
2005035,1976-02-14T00:00:00Z, 11:00:00,-41,150,Eastern Hemisphere
2005036,1976-02-14T00:00:00Z, 12:00:00,-41,150,Eastern Hemisphere
2005037,1976-02-14T00:00:00Z, 12:30:00,-41,150,Eastern Hemisphere
2005038,1976-02-14T00:00:00Z, 15:30:00,-41,149,Eastern Hemisphere
2005039,1976-02-14T00:00:00Z, 16:00:00,-41,149,Eastern Hemisphere
2005040,1976-02-14T00:00:00Z, 17:00:00,-40,149,Eastern Hemisphere
2005041,1976-02-14T00:00:00Z, 18:00:00,-40,148,Eastern Hemisphere
2005042,1976-02-14T00:00:00Z, 18:30:00,-40,148,Eastern Hemisphere
2005043,1976-02-14T00:00:00Z, 19:30:00,-40,148,Eastern Hemisphere
2005044,1976-02-14T00:00:00Z, 20:00:00,-40,148,Eastern Hemisphere
2005045,1976-02-15T00:00:00Z, 07:30:00,-38,145,Eastern Hemisphere
2005046,1976-02-15T00:00:00Z, 08:00:00,-38,145,Eastern Hemisphere
2005047,1976-02-15T00:00:00Z, 09:00:00,-38,144,Eastern Hemisphere
2005048,1976-02-15T00:00:00Z, 10:00:00,-38,144,Eastern Hemisphere
2006001,1976-02-18T00:00:00Z, 07:30:00,-39,146,Eastern Hemisphere
2006002,1976-02-18T00:00:00Z, 08:00:00,-39,146,Eastern Hemisphere
2006003,1976-02-18T00:00:00Z, 09:00:00,-39,147,Eastern Hemisphere
2006004,1976-02-18T00:00:00Z, 09:30:00,-40,147,Eastern Hemisphere
2006005,1976-02-18T00:00:00Z, 10:00:00,-40,147,Eastern Hemisphere
2006006,1976-02-18T00:00:00Z, 11:00:00,-40,147,Eastern Hemisphere
2006007,1976-02-18T00:00:00Z, 12:00:00,-40,147,Eastern Hemisphere
2006008,1976-02-18T00:00:00Z, 12:30:00,-40,147,Eastern Hemisphere
2006009,1976-02-18T00:00:00Z, 13:15:00,-40,148,Eastern Hemisphere
2006010,1976-02-18T00:00:00Z, 16:00:00,-40,148,Eastern Hemisphere
2006011,1976-02-18T00:00:00Z, 16:30:00,-40,149,Eastern Hemisphere
2006012,1976-02-18T00:00:00Z, 18:00:00,-41,149,Eastern Hemisphere
2006013,1976-02-19T00:00:00Z, 08:00:00,-42,153,Eastern Hemisphere
2006014,1976-02-19T00:00:00Z, 09:00:00,-42,154,Eastern Hemisphere
2006015,1976-02-19T00:00:00Z, 10:00:00,-42,154,Eastern Hemisphere
2006016,1976-02-19T00:00:00Z, 11:00:00,-42,154,Eastern Hemisphere
